"";"sofifa_id";"short_name";"overall";"potential";"age";"height_cm";"weight_kg";"club_name";"league_name";"club_contract_valid_until";"preferred_foot";"pace";"shooting";"passing";"dribbling";"defending";"physic";"formation";"player_tags";"value_eur"
"4600";224675;"Zhong Jinbao";60;61;26;181;69;"Henan Songshan Longmen FC";"Chinese Super League";2023;"Right";65;53;57;59;58;70;"mid";"";3e+05
"4601";244514;"P. Lima";67;67;30;181;77;"La Equidad";"Colombian Liga Postobón";2024;"Right";60;37;64;57;60;69;"mid";"";850000
"4602";186674;"R. Espinoza";70;70;34;178;82;"Sporting Kansas City";"USA Major League Soccer";2021;"Left";53;67;68;70;69;81;"mid";"";725000
"4603";236859;"H. Mancilla";67;67;29;174;80;"Gimnasia y Esgrima La Plata";"Argentina Primera División";2022;"Right";58;34;61;54;62;75;"mid";"";875000
"4604";180283;"Ki Sung Yueng";73;73;32;189;75;"FC Seoul";"Korean K League 1";2023;"Right";45;69;77;69;63;72;"mid";"";2400000
"4605";228892;"I. Rivero";73;73;29;166;60;"Cruz Azul";"Mexican Liga MX";2023;"Right";62;60;71;71;68;73;"mid";"";3e+06
"4606";234587;"J. Leiva";68;69;27;181;70;"Universidad Católica";"Chilian Campeonato Nacional";2023;"Left";74;61;69;70;49;67;"mid";"";1400000
"4607";262261;"N. Păun";59;68;22;181;75;"Sepsi OSK Sf. Gheorghe";"Romanian Liga I";2023;"Right";72;38;51;53;60;57;"mid";"";475000
"4608";245332;"S. Opsahl";60;71;21;187;67;"Tromsø IL";"Norwegian Eliteserien";2024;"Right";70;47;59;62;56;64;"mid";"";550000
"4609";255963;"Á. Cardozo Lucena";70;72;26;174;68;"Club Cerro Porteño";"Paraguayan Primera División";2022;"Right";66;55;68;70;67;62;"mid";"";2e+06
"4610";258550;"A. Azhil";63;74;20;170;70;"RKC Waalwijk";"Holland Eredivisie";2022;"Right";66;45;62;65;59;50;"mid";"";1e+06
"4611";190674;"B. André";81;81;30;180;74;"LOSC Lille";"French Ligue 1";2023;"Right";67;64;74;75;80;85;"mid";"#Engine";21500000
"4612";235570;"G. Makouta";67;72;23;180;75;"Boavista FC";"Portuguese Liga ZON SAGRES";2024;"Right";63;68;61;69;62;73;"mid";"";1500000
"4613";232446;"K. Kairinen";63;72;22;186;70;"Lillestrøm SK";"Norwegian Eliteserien";2024;"Left";66;51;61;64;55;62;"mid";"";1100000
"4614";208250;"A. Bakasetas";77;77;28;181;78;"Trabzonspor";"Turkish Süper Lig";2024;"Left";71;77;75;77;47;75;"mid";"";10500000
"4615";237747;"T. Arano";66;66;28;180;72;"Hokkaido Consadole Sapporo";"Japanese J. League Division 1";2022;"Right";66;64;65;69;55;70;"mid";"";850000
"4616";235844;"E. Álvarez";77;83;23;187;73;"Ajax";"Holland Eredivisie";2024;"Right";69;53;66;65;79;84;"mid";"";15500000
"4617";248702;"J. Castro";64;64;29;165;69;"Club Atlético de San Luis";"Mexican Liga MX";2022;"Right";74;50;61;68;60;55;"mid";"";575000
"4618";215076;"L. Faravelli";73;73;28;172;75;"Independiente del Valle";"Ecuadorian Serie A";2023;"Right";78;71;70;71;68;64;"mid";"";3e+06
"4619";242294;"J. Cacciabue";70;80;23;173;73;"Newell's Old Boys";"Argentina Primera División";2022;"Right";67;56;66;70;67;64;"mid";"";3300000
"4620";261539;"M. Keita";60;74;19;180;70;"Oud-Heverlee Leuven";"Belgian Jupiler Pro League";2024;"Right";72;30;54;59;58;60;"mid";"";550000
"4621";210548;"L. Capezzi";67;70;26;178;72;"US Salernitana 1919";"Italian Serie A";2023;"Right";47;59;68;66;59;59;"mid";"";1300000
"4622";225872;"J. McGrath";67;72;24;175;71;"St. Mirren";"Scottish Premiership";2022;"Right";76;63;65;70;57;64;"mid";"";1500000
"4623";244309;"T. Teuma";69;70;27;176;72;"Royale Union Saint-Gilloise";"Belgian Jupiler Pro League";2024;"Left";69;69;71;72;61;67;"mid";"";1600000
"4624";191173;"A. Bedoya";73;73;34;178;73;"Philadelphia Union";"USA Major League Soccer";2022;"Right";63;65;71;72;67;74;"mid";"";1400000
"4625";250856;"A. Singh Kiyam";54;67;20;171;62;"SC East Bengal FC";"Indian Super League";2022;"Right";70;42;53;60;47;58;"mid";"";250000
"4626";246804;"A. Sejdič";64;68;24;178;72;"Atlanta United";"USA Major League Soccer";2022;"Right";50;59;62;66;59;60;"mid";"";825000
"4627";241693;"B. Lucassen";66;75;23;173;66;"Go Ahead Eagles";"Holland Eredivisie";2022;"Right";66;47;55;62;67;63;"mid";"";1800000
"4628";213092;"S. Piette";71;72;26;171;79;"Club de Foot Montréal";"USA Major League Soccer";2022;"Right";55;38;56;62;70;81;"mid";"";2e+06
"4629";227835;"T. Tekie";69;73;24;175;65;"Fortuna Sittard";"Holland Eredivisie";2022;"Right";77;54;70;75;51;57;"mid";"#Acrobat";2e+06
"4630";226431;"Leonardo Lopes";68;75;22;168;61;"KSV Cercle Brugge";"Belgian Jupiler Pro League";2024;"Right";79;61;66;73;62;61;"mid";"";2400000
"4631";243852;"B. Motshwari";67;67;30;172;66;"Orlando Pirates";"South African Premier Division";2022;"Right";76;58;66;69;55;67;"mid";"";975000
"4632";231044;"J. Aribo";73;78;24;183;76;"Rangers FC";"Scottish Premiership";2023;"Left";84;67;71;77;67;71;"mid";"";4600000
"4633";227150;"M. Poletanović";65;65;27;187;81;"Raków Częstochowa";"Polish T-Mobile Ekstraklasa";2022;"Right";59;63;65;64;61;71;"mid";"";750000
"4634";246396;"L. Sánchez";63;76;20;175;76;"América de Cali";"Colombian Liga Postobón";2024;"Right";66;57;58;65;33;63;"mid";"";1200000
"4635";214877;"H. Bjørdal";68;74;24;188;86;"Vålerenga Fotball";"Norwegian Eliteserien";2023;"Right";70;61;68;69;55;79;"mid";"#Strength";1900000
"4636";236006;"J. O'Doherty";62;65;23;168;62;"Newcastle Jets";"Australian Hyundai A-League";2022;"Right";74;56;61;66;58;64;"mid";"";550000
"4637";227508;"Melero";77;78;27;183;77;"Levante Unión Deportiva";"Spain Primera Division";2023;"Right";63;76;74;72;73;76;"mid";"";1,2e+07
"4638";216286;"J. Andersen";68;68;28;178;75;"Hammarby IF";"Swedish Allsvenskan";2023;"Right";71;61;65;68;61;81;"mid";"";1200000
"4639";209359;"B. O'Neill";69;70;27;179;78;"Perth Glory";"Australian Hyundai A-League";2024;"Right";65;57;68;68;65;78;"mid";"";1400000
"4640";230424;"Sandelas Júnior";73;73;29;183;78;"Santos";"Campeonato Brasileiro Série A";2024;"Left";61;53;65;64;71;75;"mid";"";2600000
"4641";237520;"M. Camara";77;82;24;182;75;"Olympiacos CFP";"Greek Super League";2024;"Right";76;74;73;75;74;83;"mid";"#Engine";1,6e+07
"4642";240498;"H. Traore";67;72;24;175;74;"GZT Giresunspor";"Turkish Süper Lig";2022;"Right";72;64;63;70;66;73;"mid";"";1500000
"4643";223779;"D. Szymański";70;73;26;183;76;"AEK Athens";"Greek Super League";2024;"Right";68;66;65;67;66;77;"mid";"";2100000
"4644";174669;"K. Mączyński";67;67;34;175;66;"Śląsk Wrocław";"Polish T-Mobile Ekstraklasa";2023;"Right";58;53;67;67;63;66;"mid";"";350000
"4645";228675;"D. Barinov";75;82;24;179;72;"FC Lokomotiv Moscow";"Russian Premier League";2023;"Right";68;59;63;66;74;71;"mid";"";10500000
"4646";246013;"H. Calcaterra";69;69;32;177;72;"Club Sporting Cristal";"Peruvian Primera División";2022;"Right";66;58;71;70;60;63;"mid";"";1100000
"4647";210538;"L. Zuffi";70;70;31;182;76;"FC Sion";"Swiss Super League";2024;"Left";52;68;74;68;65;65;"mid";"";1100000
"4648";222475;"M. Thorsby";73;78;25;189;79;"U.C. Sampdoria";"Italian Serie A";2023;"Right";68;62;68;71;73;80;"mid";"#Engine";4400000
"4649";234490;"M. Kaalund";62;64;24;183;75;"Silkeborg IF";"Danish Superliga";2022;"Right";67;56;59;63;52;66;"mid";"";525000
"4650";219951;"A. Salétros";67;72;25;183;73;"Sarpsborg 08 FF";"Norwegian Eliteserien";2022;"Left";65;57;67;64;61;68;"mid";"";1500000
"4651";224293;"Rúben Neves";82;87;24;180;80;"Wolverhampton Wanderers";"English Premier League";2024;"Right";59;75;85;77;74;73;"mid";"#Playmaker ";4,6e+07
"4652";223866;"S. Lovrič";71;80;23;180;75;"FC Lugano";"Swiss Super League";2022;"Right";53;62;71;70;62;68;"mid";"";4100000
"4653";258775;"L. Sučić";69;83;18;185;71;"FC Red Bull Salzburg";"Austrian Football Bundesliga";2024;"Left";75;65;69;71;50;62;"mid";"";3200000
"4654";221801;"Liao Lisheng";63;63;28;178;66;"Guangzhou FC";"Chinese Super League";2021;"Right";67;59;62;63;63;65;"mid";"";475000
"4655";208461;"M. de Roon";82;82;30;185;76;"Atalanta";"Italian Serie A";2024;"Right";66;68;71;73;82;83;"mid";"";25500000
"4656";214047;"M. Uribe";79;79;30;182;71;"FC Porto";"Portuguese Liga ZON SAGRES";2023;"Right";75;74;75;76;75;81;"mid";"#Engine";1,7e+07
"4657";209372;"M. Saymak";68;68;28;169;63;"PEC Zwolle";"Holland Eredivisie";2022;"Right";71;67;66;71;46;55;"mid";"";1200000
"4658";224309;"Joan Jordán";80;81;26;183;74;"Sevilla FC";"Spain Primera Division";2023;"Right";63;75;81;77;67;76;"mid";"";24500000
"4659";252371;"J. Bellingham";79;89;18;186;75;"Borussia Dortmund";"German 1. Bundesliga";2025;"Right";75;69;73;80;75;77;"mid";"#Engine";3,7e+07
"4660";183711;"J. Henderson";84;84;31;182;80;"Liverpool";"English Premier League";2025;"Right";66;74;83;79;78;81;"mid";"#Engine";29500000
"4661";261571;"N. Rojas";61;71;19;175;67;"Club River Plate Asunción";"Paraguayan Primera División";2023;"Right";71;50;50;58;56;58;"mid";"";675000
"4662";234521;"S. Skytte";65;72;24;190;85;"Stabæk Fotball";"Norwegian Eliteserien";2023;"Left";52;61;61;65;62;77;"mid";"";1400000
"4663";235125;"J. Esquivel";71;77;23;179;74;"Fútbol Club Juárez";"Mexican Liga MX";2022;"Right";69;51;60;64;70;74;"mid";"";2700000
"4664";213106;"R. Sigurjónsson";68;68;31;178;83;"CFR Cluj";"Romanian Liga I";2023;"Right";66;70;69;70;49;77;"mid";"";1e+06
"4665";225189;"S. Bastoni";68;72;24;181;74;"Spezia";"Italian Serie A";2025;"Left";64;54;67;68;65;60;"mid";"";1600000
"4666";233945;"Wu Wei";56;60;24;182;72;"Dalian Professional Football Club";"Chinese Super League";2022;"Right";63;47;49;54;53;67;"mid";"";190000
"4667";237407;"C. Durkin";67;76;21;182;75;"Sint-Truidense VV";"Belgian Jupiler Pro League";2023;"Right";59;58;66;65;65;69;"mid";"";2300000
"4668";189280;"A. Westwood";78;78;31;175;73;"Burnley";"English Premier League";2023;"Right";58;62;80;74;74;75;"mid";"";1e+07
"4669";243117;"Xie Weijun";55;59;23;188;70;"Tianjin Jinmen Tiger FC";"Chinese Super League";2022;"Right";63;55;46;53;23;61;"mid";"";180000
"4670";205903;"S. Drewniak";63;63;27;179;70;"Górnik Łęczna";"Polish T-Mobile Ekstraklasa";2023;"Right";69;53;61;61;59;61;"mid";"";5e+05
"4671";198658;"F. Midtsjø";78;78;27;176;70;"AZ Alkmaar";"Holland Eredivisie";2023;"Right";76;63;77;77;71;79;"mid";"";1,5e+07
"4672";251581;"C. Gustafsson";64;76;21;180;78;"Kalmar FF";"Swedish Allsvenskan";2022;"Right";61;48;60;64;53;66;"mid";"";1400000
"4673";251045;"V. Rață";64;64;28;174;72;"FC Voluntari";"Romanian Liga I";2023;"Right";70;58;63;64;61;70;"mid";"";575000
"4674";222190;"Lü Peng";60;60;31;182;76;"Qingdao FC";"Chinese Super League";2022;"Right";59;43;53;58;62;64;"mid";"";170000
"4675";232166;"F. Herbers";66;66;27;183;75;"Chicago Fire Football Club";"USA Major League Soccer";2023;"Right";66;64;65;66;49;68;"mid";"";9e+05
"4676";231840;"V. Müller";64;71;22;175;69;"WSG Tirol";"Austrian Football Bundesliga";2025;"Right";70;51;62;65;58;61;"mid";"";1200000
"4677";198006;"J. Toornstra";76;76;32;178;74;"Feyenoord";"Holland Eredivisie";2022;"Right";53;76;76;74;68;75;"mid";"#Engine";6e+06
"4678";241176;"L. Vera";69;75;24;164;60;"Club Atlético Huracán";"Argentina Primera División";2022;"Right";80;57;69;75;55;51;"mid";"";2200000
"4679";252139;"Filipe Soares";70;78;22;180;73;"Moreirense FC";"Portuguese Liga ZON SAGRES";2024;"Right";66;67;68;72;55;67;"mid";"";3600000
"4680";234203;"C. Eiting";71;78;23;178;72;"KRC Genk";"Belgian Jupiler Pro League";2025;"Left";53;55;76;70;63;56;"mid";"";3700000
"4681";199288;"A. Losilla";72;72;35;185;80;"VfL Bochum 1848";"German 1. Bundesliga";2022;"Right";53;57;64;70;70;76;"mid";"";650000
"4682";202881;"K. Buckley";60;60;29;180;71;"Bohemian FC";"Rep. Ireland Airtricity League";2021;"Right";51;57;57;58;58;67;"mid";"";210000
"4683";186568;"Marcos Paulo";70;70;32;181;78;"FC Vizela";"Portuguese Liga ZON SAGRES";2022;"Right";67;63;70;71;66;69;"mid";"";1300000
"4684";235537;"E. Sánchez";67;81;21;177;71;"Pachuca";"Mexican Liga MX";2022;"Right";67;67;62;65;64;68;"mid";"";2500000
"4685";208268;"B. Cristante";78;82;26;186;80;"Roma";"Italian Serie A";2024;"Right";55;71;76;75;75;78;"mid";"";17500000
"4686";237566;"K. Zachariassen";72;73;27;180;74;"Ferencvárosi TC";"Hungarian Nemzeti Bajnokság I";2024;"Right";77;67;68;71;67;78;"mid";"#Engine";2700000
"4687";237629;"A. Maier";74;82;22;186;79;"FC Augsburg";"German 1. Bundesliga";2022;"Right";69;57;71;75;68;71;"mid";"";9500000
"4688";187818;"A. Borysiuk";64;64;29;180;70;"Chennaiyin FC";"Indian Super League";2022;"Right";66;55;61;63;58;71;"mid";"";5e+05
"4689";252484;"R. Deaconu";68;72;24;181;73;"Gaz Metan Mediaş";"Romanian Liga I";2022;"Left";68;66;70;71;51;70;"mid";"";1700000
"4690";223223;"K. Vandendriessche";69;69;31;183;74;"KV Kortrijk";"Belgian Jupiler Pro League";2023;"Right";53;68;67;63;71;83;"mid";"#Engine";1100000
"4691";199159;"L. Brattan";69;69;31;175;65;"Sydney FC";"Australian Hyundai A-League";2022;"Right";61;63;69;67;61;74;"mid";"";975000
"4692";262383;"C. Cvetko";63;67;24;181;74;"SK Austria Klagenfurt";"Austrian Football Bundesliga";2023;"Left";60;53;60;61;56;73;"mid";"";675000
"4693";261438;"S. Rosane";63;75;21;177;68;"San Lorenzo de Almagro";"Argentina Primera División";2023;"Right";57;47;54;55;61;69;"mid";"";1100000
"4694";216526;"A. Gogić";66;66;27;180;83;"Hibernian";"Scottish Premiership";2022;"Right";46;45;52;54;66;83;"mid";"#Strength";8e+05
"4695";243956;"J. Vuković";71;71;29;184;76;"Hajduk Split";"Croatian Prva HNL";2024;"Right";55;49;64;68;66;74;"mid";"";1600000
"4696";188879;"A. N'Diaye";73;73;31;189;90;"Al Shabab";"Saudi Abdul L. Jameel League";2022;"Right";59;63;65;68;71;86;"mid";"#Strength";2100000
"4697";263944;"Y. Hirano";64;67;25;174;68;"Urawa Red Diamonds";"Japanese J. League Division 1";2023;"Right";65;39;57;59;61;63;"mid";"";7e+05
"4698";247060;"Y. Nader";68;76;22;178;68;"Al Ain FC";"UAE Arabian Gulf League";2024;"Right";60;50;56;59;66;77;"mid";"";2600000
"4699";230252;"Jorginhson";75;75;29;178;75;"Ceará Sporting Club";"Campeonato Brasileiro Série A";2024;"Left";70;57;68;74;76;64;"mid";"";4800000
"4700";212886;"W. Cyprien";73;74;26;181;78;"FC Nantes";"French Ligue 1";2022;"Right";72;71;73;74;73;73;"mid";"";3600000
"4701";225812;"B. Rovira";69;73;24;177;80;"Atlético Nacional";"Colombian Liga Postobón";2023;"Right";57;57;64;62;70;74;"mid";"";1800000
"4702";233884;"C. Pickel";70;76;24;184;76;"Futebol Clube de Famalicão";"Portuguese Liga ZON SAGRES";2025;"Right";66;56;65;67;65;80;"mid";"";2300000
"4703";172143;"L. Schøne";74;74;35;178;78;"N.E.C. Nijmegen";"Holland Eredivisie";2023;"Right";37;74;79;75;62;58;"mid";"#FK Specialist";1700000
"4704";245850;"I. Traoré";73;73;32;186;80;"SK Slavia Praha";"Czech Republic Gambrinus Liga";2022;"Right";62;63;70;75;72;81;"mid";"";2400000
"4705";214323;"G. Celis";69;69;28;178;73;"Club Deportes Tolima";"Colombian Liga Postobón";2022;"Right";64;51;60;66;68;68;"mid";"";1200000
"4706";229210;"M. Osman";68;69;27;183;75;"Sparta Rotterdam";"Holland Eredivisie";2022;"Right";56;62;69;68;53;66;"mid";"";1400000
"4707";188000;"Sandro Manoel";71;71;32;176;77;"Al Taawoun";"Saudi Abdul L. Jameel League";2022;"Right";61;55;69;64;66;80;"mid";"";1200000
"4708";230530;"Hugo Rubiães";72;72;25;175;75;"Fluminense";"Campeonato Brasileiro Série A";2024;"Right";67;61;61;69;75;66;"mid";"";2300000
"4709";262284;"V. Poggi";61;71;18;171;68;"Club Necaxa";"Mexican Liga MX";2022;"Right";68;42;50;59;60;64;"mid";"";650000
"4710";230331;"Wagner Laranjo";77;77;37;177;77;"Palmeiras";"Campeonato Brasileiro Série A";2024;"Right";67;72;75;73;74;76;"mid";"";2100000
"4711";226382;"L. Villarruel";74;74;30;173;74;"LDU Quito";"Ecuadorian Serie A";2022;"Right";72;63;68;69;71;73;"mid";"";3500000
"4712";215886;"D. Kreilach";74;74;32;186;78;"Real Salt Lake";"USA Major League Soccer";2022;"Right";44;75;70;72;65;85;"mid";"";3400000
"4713";263786;"N. Pennington";62;69;22;182;74;"Wellington Phoenix";"Australian Hyundai A-League";2023;"Right";58;51;59;59;59;65;"mid";"";8e+05
"4714";232991;"S. Inagaki";69;69;29;175;70;"Nagoya Grampus";"Japanese J. League Division 1";2022;"Right";71;65;66;68;64;73;"mid";"";1200000
"4715";210831;"B. Verstraete";72;75;27;175;68;"Royal Antwerp FC";"Belgian Jupiler Pro League";2024;"Right";68;60;71;72;67;70;"mid";"";2700000
"4716";239808;"M. Sáček";73;77;24;178;72;"AC Sparta Praha";"Czech Republic Gambrinus Liga";2023;"Right";75;63;71;74;69;72;"mid";"";4e+06
"4717";242643;"L. Fraser";65;72;23;185;83;"Columbus Crew";"USA Major League Soccer";2021;"Right";60;35;62;59;60;73;"mid";"";1300000
"4718";241607;"T. Belmonte";72;81;23;178;68;"Club Atlético Lanús";"Argentina Primera División";2023;"Right";68;65;66;73;70;77;"mid";"";5e+06
"4719";222003;"J. Hyland";58;61;25;179;71;"Drogheda United";"Rep. Ireland Airtricity League";2021;"Right";63;53;54;56;54;65;"mid";"";240000
"4720";202986;"Sin Jin Ho";70;70;32;177;72;"Pohang Steelers";"Korean K League 1";2022;"Right";59;64;72;69;63;74;"mid";"";1100000
"4721";228838;"E. Remedi";71;74;26;169;77;"San Jose Earthquakes";"USA Major League Soccer";2021;"Right";54;50;63;64;66;83;"mid";"";2200000
"4722";228992;"S. Singh";54;55;27;174;83;"NorthEast United FC";"Indian Super League";2023;"Right";56;41;46;48;50;79;"mid";"";110000
"4723";185174;"A. Poli";75;75;31;182;77;"Antalyaspor";"Turkish Süper Lig";2024;"Right";61;64;74;76;73;66;"mid";"";3900000
"4724";199767;"M. van Ginkel";76;76;28;186;82;"PSV";"Holland Eredivisie";2023;"Right";60;76;76;74;70;74;"mid";"";7500000
"4725";206171;"Júnior Urso";72;72;32;180;72;"Orlando City Soccer Club";"USA Major League Soccer";2021;"Right";67;64;64;70;69;75;"mid";"";1600000
"4726";243596;"N. Morahan";57;66;21;178;66;"Sligo Rovers";"Rep. Ireland Airtricity League";2021;"Right";62;51;56;59;54;57;"mid";"";350000
"4727";241093;"S. Oum Gouet";67;74;23;185;75;"KV Mechelen";"Belgian Jupiler Pro League";2024;"Right";59;53;64;65;63;75;"mid";"";1900000
"4728";261245;"D. Pereira";58;72;20;175;68;"Austin FC";"USA Major League Soccer";2025;"Right";64;52;55;65;45;57;"mid";"";5e+05
"4729";246591;"M. Coyle";62;69;24;178;68;"Finn Harps";"Rep. Ireland Airtricity League";2021;"Right";70;36;54;60;57;66;"mid";"";750000
"4730";253476;"D. Tangri";56;66;22;179;69;"ATK Mohun Bagan FC";"Indian Super League";2023;"Right";69;37;47;52;54;70;"mid";"";3e+05
"4731";216393;"Y. Tielemans";84;87;24;176;72;"Leicester City";"English Premier League";2023;"Right";63;79;86;80;71;72;"mid";"#Playmaker ";5,7e+07
"4732";204024;"C. Kramer";79;79;30;191;76;"Borussia Mönchengladbach";"German 1. Bundesliga";2023;"Right";44;50;70;73;78;75;"mid";"#Engine";14500000
"4733";202107;"A. Morales";72;72;31;183;77;"New York City FC";"USA Major League Soccer";2023;"Right";60;58;67;67;66;80;"mid";"";1600000
"4734";200601;"Yoon Bit Garam";73;73;31;178;75;"Ulsan Hyundai FC";"Korean K League 1";2022;"Right";72;68;73;69;58;72;"mid";"";2500000
"4735";188041;"Rafael Carioca";79;79;32;181;78;"Tigres U.A.N.L.";"Mexican Liga MX";2023;"Right";70;66;77;75;73;75;"mid";"";11500000
"4736";259346;"G. Martins";57;60;27;180;70;"FC Goa";"Indian Super League";2024;"Right";70;48;54;57;50;66;"mid";"";190000
"4737";179731;"D. Cabrera";69;69;31;180;76;"Gallos Blancos de Querétaro";"Mexican Liga MX";2024;"Left";63;61;71;67;62;69;"mid";"";975000
"4738";263823;"S. Mannsverk";64;82;19;185;75;"Molde FK";"Norwegian Eliteserien";2025;"Right";66;56;62;66;60;64;"mid";"";1400000
"4739";262554;"A. Al Hurabi";59;64;24;176;65;"Al Tai";"Saudi Abdul L. Jameel League";2025;"Right";59;43;51;56;58;57;"mid";"";3e+05
"4740";215157;"F. Lértora";74;74;30;176;73;"Club Atlético Colón";"Argentina Primera División";2022;"Right";63;60;67;68;74;78;"mid";"";3500000
"4741";244703;"İ. Akdağ";65;65;29;179;75;"Yukatel Kayserispor";"Turkish Süper Lig";2022;"Right";56;44;66;56;63;54;"mid";"";6e+05
"4742";246444;"T. Iwata";70;75;24;178;75;"Yokohama F. Marinos";"Japanese J. League Division 1";2022;"Right";75;55;63;65;70;72;"mid";"";2200000
"4743";206306;"J. Ferri";76;76;29;173;73;"Montpellier Hérault SC";"French Ligue 1";2023;"Right";59;65;74;73;69;75;"mid";"";6500000
"4744";247509;"E. Cerrillo";65;80;20;178;82;"FC Dallas";"USA Major League Soccer";2021;"Right";64;43;58;58;60;70;"mid";"";1600000
"4745";195864;"P. Pogba";87;87;28;191;84;"Manchester United";"English Premier League";2022;"Right";71;81;86;86;65;83;"mid";"#Dribbler, #Playmaker, #Distance Shooter, #Strength, #Complete Midfielder";79500000
"4746";230453;"David Seijalbo";76;76;25;176;76;"Clube Atlético Mineiro";"Campeonato Brasileiro Série A";2024;"Left";65;53;63;63;74;83;"mid";"";7500000
"4747";223581;"J. Iglesias";69;69;32;171;69;"Clermont Foot 63";"French Ligue 1";2022;"Right";56;59;68;65;65;62;"mid";"";925000
"4748";201878;"V. Eysseric";72;72;29;181;73;"Kasimpaşa SK";"Turkish Süper Lig";2023;"Right";64;70;75;75;41;58;"mid";"";2300000
"4749";236987;"B. Kamara";80;86;21;184;68;"Olympique de Marseille";"French Ligue 1";2022;"Right";74;50;72;73;79;78;"mid";"";3,1e+07
"4750";261566;"Maciel";64;74;21;168;69;"New England Revolution";"USA Major League Soccer";2021;"Right";60;34;58;59;58;59;"mid";"";1200000
"4751";233887;"J. Chicco";66;71;23;186;73;"Club Atlético Sarmiento";"Argentina Primera División";2022;"Right";55;50;61;62;64;65;"mid";"";1200000
"4752";230237;"Robson Denho";74;74;29;181;78;"Atlético Clube Goianiense";"Campeonato Brasileiro Série A";2024;"Right";64;59;72;63;73;77;"mid";"";3600000
"4753";198469;"D. Zambra";56;56;32;176;73;"Longford Town";"Rep. Ireland Airtricity League";2021;"Right";50;50;56;56;54;58;"mid";"";1e+05
"4754";238865;"N. Ortiz";66;69;26;188;82;"Universidad Técnica de Cajamarca";"Peruvian Primera División";2021;"Right";61;30;50;43;65;64;"mid";"";1e+06
"4755";222390;"Unai López";77;81;25;170;69;"Rayo Vallecano";"Spain Primera Division";2024;"Right";73;72;78;79;68;70;"mid";"";14500000
"4756";236792;"T. Souček";82;85;26;192;86;"West Ham United";"English Premier League";2024;"Right";64;72;74;74;82;85;"mid";"#Engine";3,6e+07
"4757";230713;"A. Al Malki";69;72;26;174;70;"Al Ittihad";"Saudi Abdul L. Jameel League";2022;"Right";74;60;65;68;69;77;"mid";"";1800000
"4758";201257;"T. Moulin";66;66;31;174;75;"FC Academica Clinceni";"Romanian Liga I";2023;"Right";67;63;63;66;63;70;"mid";"";6e+05
"4759";158144;"Salva Sevilla";75;75;37;178;71;"RCD Mallorca";"Spain Primera Division";2022;"Right";44;72;79;71;69;64;"mid";"";1100000
"4760";244114;"B. Mendy";65;78;21;191;82;"Angers SCO";"French Ligue 1";2024;"Right";60;40;57;51;66;72;"mid";"";1700000
"4761";233195;"X. Schlager";80;84;23;174;76;"VfL Wolfsburg";"German 1. Bundesliga";2023;"Left";69;70;73;77;73;81;"mid";"";27500000
"4762";244212;"P. Sokołowski";67;69;26;182;79;"Piast Gliwice";"Polish T-Mobile Ekstraklasa";2021;"Right";65;49;61;66;63;71;"mid";"";1100000
"4763";230027;"Leandro Silva";69;70;27;173;71;"FC Arouca";"Portuguese Liga ZON SAGRES";2023;"Right";69;66;69;67;60;67;"mid";"";1600000
"4764";241096;"S. Tonali";77;86;21;181;79;"AC Milan";"Italian Serie A";2026;"Right";78;65;77;76;72;76;"mid";"";22500000
"4765";225053;"L. Rose";63;72;24;175;73;"Macarthur FC";"Australian Hyundai A-League";2022;"Right";75;47;56;61;56;77;"mid";"";1e+06
"4766";260593;"G. Abrego";68;74;21;184;75;"Godoy Cruz";"Argentina Primera División";2023;"Right";65;51;66;68;58;76;"mid";"";1900000
"4767";209989;"T. Partey";83;83;28;185;77;"Arsenal";"English Premier League";2024;"Right";69;71;82;81;80;84;"mid";"";36500000
"4768";225375;"K. Laimer";81;85;24;180;72;"RB Leipzig";"German 1. Bundesliga";2023;"Right";81;68;77;78;80;77;"mid";"";33500000
"4769";214658;"J. Karlström";69;72;26;182;81;"Lech Poznań";"Polish T-Mobile Ekstraklasa";2024;"Right";67;54;64;66;66;81;"mid";"";1600000
"4770";222077;"M. Locatelli";82;87;23;185;75;"Juventus";"Italian Serie A";2023;"Right";61;72;79;77;79;79;"mid";"";4,2e+07
"4771";178319;"W. Brama";70;70;34;176;77;"FC Twente";"Holland Eredivisie";2022;"Right";40;52;66;66;68;68;"mid";"";550000
"4772";225659;"G. Rodríguez";78;79;26;185;80;"Real Betis Balompié";"Spain Primera Division";2024;"Right";54;56;66;66;80;77;"mid";"";1,5e+07
"4773";181371;"Léo Silva";70;70;35;181;76;"Kashima Antlers";"Japanese J. League Division 1";2022;"Right";49;67;70;71;65;76;"mid";"";450000
"4774";262681;"M. Kaput";62;67;23;185;76;"Radomiak Radom";"Polish T-Mobile Ekstraklasa";2022;"Right";59;42;57;53;58;64;"mid";"";550000
"4775";232665;"M. Arambarri";79;84;25;175;74;"Getafe CF";"Spain Primera Division";2023;"Right";47;60;72;72;77;76;"mid";"";23500000
"4776";213160;"R. Zobnin";78;80;27;182;78;"Spartak Moskva";"Russian Premier League";2024;"Right";76;64;74;77;76;72;"mid";"#Engine";1,5e+07
"4777";194063;"J. Greguš";72;72;30;189;79;"Minnesota United FC";"USA Major League Soccer";2022;"Right";64;68;73;69;67;74;"mid";"";2e+06
